"Mediaplan","Mediaplan Placement","Campaign Name","Current value","Expected value","Target value"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Facebook and Instagram-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","8,173,044","17,500,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Facebook and Instagram-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","","11,676","25,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Xaxis - Standard Banners-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","","2,498,616","5,350,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Xaxis Rich Media-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXISRICHMEDIA","","624,654","1,337,500"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","6,280,163","7,517,271","7,517,271"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","","1,644,444","1,644,444"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","1,124,732","1,644,444","1,644,444"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","7,444,081","24,000,000","24,000,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE","","1,847,885","8,921,755.73"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","","120,000","120,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_HERSHEYS_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","","105,884,432","170,948,750"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_MID-MORNINGSNACK","","12,667","12,667"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_MID-MORNINGSNACK","","10,692","10,691.64"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","","8,934,426","8,934,426"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","","22,420,413","58,770,000"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Google - Reserva-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPV","","3,153,754","8,266,847.62"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","","300,000","300,000"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Google - Reserva-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPM","","12,199,525","12,199,525"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","","4,486,519","14,122,137"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","","8,973,038","28,244,275"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","","9,753,303","30,700,299"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","87,678,905","275,985,341"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE","","207,220","652,261.18"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","","166,502","524,095"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","60,664,854","190,953,692"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","","24,813","97,547"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_POSITIVE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","29,226,147","29,226,146.85"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","","20,083,149","63,215,374"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","","5,170,543","14,892,946.67"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","235,426","240,000","240,000"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","192,505,778","605,947,040"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","","138,193","434,987"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","","18,433,225","58,021,936"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","27,142,523.00","6,556,290","20,637,119.14"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","44,441,025","32,710,174","32,710,174"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CLOSETOYOU_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","","13,274,888","27,813,824"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_HERSHEYS_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","136,108,153","192,180,172"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","2,378,410","8,482,488.67"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","","2,168,036","2,242,823"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","","1,044,590","4,106,635.88"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","","3,149,536","3,149,536"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","","13,888,972","13,888,972"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","","336,210","1,058,280.82"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Push Notification-GT","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_PUSHNOTIFICATION_FAMILYBREAKFAST_CPC-PUSHNOTIFICATION","","2,500","2,500"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Push Notification-SV","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_PUSHNOTIFICATION_FAMILYBREAKFAST_CPC-PUSHNOTIFICATION","","2,500","2,500"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","3,510,765","3,552,500","3,552,500"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","321,730.00","187,500","187,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_ALIMENTATUPOTENCIAL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","8,123,025","26,234,933"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_ALIMENTATUPOTENCIAL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","754,714","2,437,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_ALIMENTATUPOTENCIAL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","1,853,113","5,985,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_ALIMENTATUPOTENCIAL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","251,571","812,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","889,676","5,239,031","8,458,333"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-PR","MCMPR_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","341,596","1,316,210","2,125,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2,467,569","508,917","508,917"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","75,000","75,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","","70,079","75,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","","109,011","116,667"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","","109,011","116,667"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","","109,011","116,667"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","10,691,900","17,261,905"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PR","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","1,051,179","1,125,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPCV-XAXIS-VIDEO","","116,798","125,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","","977,841","1,046,511.63"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Connected TV-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_CONNECTEDTV_AFTERNOONSNACK_CPV-CONNECTEDTV","","93,438","100,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","465,994","1,111,111","1,111,111"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","32,252.00","30,000","30,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","","150,000","150,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,555,717","3,552,500","3,552,500"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","263,628.00","187,500","187,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","23,648.00","30,000","30,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","","150,000","150,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2,007,879","4,736,667","4,736,667"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","268,504.00","250,000","250,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","45,215.00","40,000","40,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","","200,000","200,000"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","8,333","8,333.33"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-DO","MCMPR_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SPOTIFY_BREAKFASTFORONE_CPV-SPOTIFY","","20,833","20,833.33"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","2,109,387.00","1,671,230","1,788,594.72"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","30,822,500.00","13,081,340","14,000,000.00"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","21,759,156","16,542,545","16,542,545"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","125,357","24,262","24,262"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Twitter-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_TWITTER_TWITTER_VIDEOVIEWS_CPV_EVENINGME","","2,105,263","2,105,263.16"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Azteca-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_AZTECA_EVENINGME_FIXED-AZTECA","","1,531,326","1,531,326.25"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","1,770,610.00","224,252","240,000.00"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME","8,182,334","6,006,738","6,428,571"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Google - Reserva-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_GOOGLE-RESERVA_PROMOXBOX_AFFINITYAUDIENCES_CPM","","3,114,605","3,333,333"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","23,060,795","15,573,023","16,666,667"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Spotify-Audio ad-CO","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPE-SPOTIFY-AUDIOAD","","159,044","170,212.77"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Xaxis - Standard Banners-CO","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS","","1,868,763","2,000,000"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","55,160","23,077","23,077"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Xaxis - Video-CO","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","151,911.00","103,820","111,111.11"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Search-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEARCH_PROMOXBOX_AFFINITYAUDIENCES_CPC_EVENINGME","","4,004","4,286"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Tap Tap-Standard Banners-CO","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPC-TAPTAP-STANDARDBANNERS","","5,706","6,107"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-AR","MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","17,662,163","34,826,943","37,272,727"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Xaxis - Standard Banners-AR","MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS","","5,606,288","6,000,000"
