"Mediaplan","Mediaplan Placement","Campaign Name","Target value","Current value"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","4,975,000","6,398,588"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2,658,367","5,619,123"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","1,125,005.00","2,044,192.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","700,000.00","1,159,971.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","607,752.50","1,207,762.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","688,983.33","219,568.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","346,316.67","131,543.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","324,183.33","117,100.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","14,000,000","7,068,695"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","3,436,750.00","1,411,339.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","2,309,650.00","174,367.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Teads-Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-TEADS-DISPLAY","614,109",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Octopus-Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-OCTOPUS-DISPLAY","399,461",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","El Tiempo-Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-ELTIEMPO-DISPLAY","599,473",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPV-XAXIS","121,844.67","140,392.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPCV-XAXIS-DISPLAY","3,333.33","0.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Canal RCN-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-CANALRCN","404,167",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Teads-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-TEADS","596,317",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_EXPERIENCIACHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","468,441.06","468,082.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis - Display-Video-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-DISPLAY-VIDEO","237,964.76","280,138.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis - Display-Standard Banner-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY-STANDARDBANNER","2,181,503","2,353,433"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Cartoon Network-Display-Standard Banner-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK-DISPLAY-STANDARDBANNER","456,151",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Cartoon Network-Display-Video-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK-DISPLAY-VIDEO","366,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","32,277,858","43,837,006"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","TapTap-Display-Rich Media-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-RICHMEDIA","372,886","367,696"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Spotify - Display - Take Over-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SPOTIFY-DISPLAY-TAKEOVER_FAMILYBREAKFAST","57,610.02","60,184.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Spotify - Display - Sponsored Playlist-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SPOTIFY-DISPLAY-SPONSOREDPLAYLIST_FAMILYBREAKFAST","43,702.89","43,912.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","1,026,636.30","2,044,812.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Instagram-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","10,449,729","11,341,331"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","1,495,419","1,495,419"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","176,710.12","241,411.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Teads-Video-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-TEADS-VIDEO","370,260",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis - Video-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","356,622.03","418,992.00"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","85,948","116,529"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_INCANSABLES_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","5,029,420","2,833,081"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","W Radio-Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_WRADIO-DISPLAY_BREAKFASTFORONE","2,000","4"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Snapchat - Display-Standard Banner-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-SNAPCHAT-DISPLAY-STANDARDBANNER","2,033,713",""
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_EXPERIENCIACHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2,769,157","808,734"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Canal RCN -Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_CANALRCN-DISPLAY_BREAKFASTFORONE","960","125,600"
"2020_ktbo_kube_Adverity_Mediaplan_Septiembre-Colombia","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_XAXIS-DISPLAY_BREAKFASTFORONE","5,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_SIZMEK_BREAKFASTFORONE_CPM-XAXIS–DISPLAY","566,667","709,324"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_XAXIS-DISPLAY_BREAKFASTFORONE","166,497.46",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-CO","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","375,000.00","0.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","TapTap-Display-Rich Media-CO","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-RICHMEDIA","444,444","356,991"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","TapTap-Display-Standar Banner-CO","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-STANDARBANNER","600,000","371,726"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY","133,333","907,707"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Twitter-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_TWITTER_TWITTER_REACH_CPM_BREAKFASTFORONE","240,000","469,279"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_XAXIS_BREAKFASTFORONE","4,167",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_XAXIS-DISPLAY_BREAKFASTFORONE","37,037",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_CASAPREMIOS_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","776,200","2,477,545"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Teads - Display-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-TEADS- DISPLAY","5,818,218","494,150"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","2,178,360","9,339,766"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOMCDONALDS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS–DISPLAY","638,462","1,206,981"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME","1,666,666.67","2,550,952.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPM-XAXIS-VIDEO","3,896,104",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","3,523,377","14,267,909"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME","1,357,142.86","6,717,861.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME","2,100,001","5,939,451"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO","47,997.00","695,490.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS","11,000,000.00","610,608.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Scroll Reactive-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS-SCROLLREACTIVE","661,538","1,048,737"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video Board-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS-VIDEOBOARD","312,330","1,390,490"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","TikTok-AR","MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_TIKTOK_EVENINGME","1,077,088.89","1,803,915.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-Several","MCMMIA_2020_CENAM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2,096,545","17,414,246"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,005,000","2,503,411"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-Several","MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","42,815","32,314,746"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST","51,250","19,810,522"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-Several","MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","542,753","651,229"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-Several","MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE","124,349","20,579,666"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","1,493,733","7,814,333"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-Several","MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_DIADELCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE","7,154,136","2,979,352"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_DIADELCEREAL_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2,666,667","919,422"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_SPECIALK_SEASONAL_SPECIALKMEDITATION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","1,066,667","2,614,132"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-Several","MCMMIA_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","42,815","8,720,126"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-Several","MCMMIA_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST","80,000","7,794,358"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_INSERTOS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","644,276","9,470,993"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_FAMILYBREAKFAST","158,190","7,016,327"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","599,470","14,737,564"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","83,877","33,843"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_RAPPI-MUSLI_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","1,057,265","3,488,440"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","706,330","24,068,974"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK","5,469,600","5,245,408"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","10,536,500.00","1,166,331.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","1,675,000","16,316,686"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","42,815","43,193"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","96,850","5,271,885"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_INCANSABLES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","644,275.53","1,579,152.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","158,190","26,800,233"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME","10,871,821.43","1,105,504.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","1,527,667","4,293,952"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPM-XAXIS-VIDEO","900,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_CASAPREMIOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","16,800,000","14,165,295"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","6,250,000","2,540,859"
