"Mediaplan","Mediaplan Placement","Campaign Name","Target value","Current value"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK","6,722,222","1,051,669"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-GT","MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK","3,425,090","5,684,523"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK","1,388,889","641,605"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_DÍADELAMADRE_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK","1,799,071","543,344"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,676,903.23","2,335,685.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Xaxis - Video-CR","MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO","1,600,000.00","7,978.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-GT","MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE","160,219","8,952,497"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,777,778","9,529,723"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","4,332,000","2,662,252"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-GT","MCMMIA_2020_GTM_KELLOGGS_ZUCARITAS_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","27,186,923","2,010,856"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","6,750,000","2,847,978"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-CR","MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","406,107","5,108,373"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","8,400,000","54,751"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","968,333","121,602"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-HDN","MCMMIA_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_MASTERBRAND_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","457,142.86","1,857,546.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-HN","MCMMIA_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","406,047","1,357,471"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","194,250","92,940,153"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","4,094,675","194,922"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Google - Reserva-MX","MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_EQUITY_AFFINITYAUDIENCES_CPM","2,210,450",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Google - Reserva-MX","MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_PROMOCHOCOTOYS_AFFINITYAUDIENCES_CPM","1,100,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DÍADELPADRE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","4,200,000","3,787,467"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_INTERNSKELLOGG_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2,200,000","1,794,642"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_MEDIOAMBIENTE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","6,406,667","6,020,436"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NEWTIGERS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","355,000","1,927,842"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOSMOMENTOSDECONSUMO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","308,750","4,371,227"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WOMENOFKELLOGG_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","3,875","4,041,930"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_AFFAIRS-BREAKFASTASUSUAL_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_FAMILYBREAKFAST","11,625.00","716,251.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-10DEMAYO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2,444,444","4,054,627"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-100AÑOS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","162,800","4,591,523"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-HISTORIAPERSONAJES_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","692,171","5,293,358"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-LOGROS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2,382","31,869"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST","156,266","574,134"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","96,425","54,353,563"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","409,783","162,560"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_COVIDHAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","470,833.33","4,873,919.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_CRAYOLA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2,515,228","8,234,992"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_CRAYOLA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","3,311,212.50","5,610,786.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2,111,111","37,006,999"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_HASBRO_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST","7,803,000.00","690,233.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","1,604,167","118,605,104"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","333,333","557,646"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Twitter-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_COMUNICADO9MARZO_TWITTER_TWITTER_REACH_CPM_FAMILYBREAKFAST","200,000","895,662"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","125,000","4,347,410"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","3,223,684","75,463,198"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2,565,789","39,210,427"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","1,875,000","47,636"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2,800,000.00","48,918,845.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","700,000","68,520,276"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","196,267","54,551,189"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2,846,667","80,028,040"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","17,600","100,220"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COMIDADELIVERY_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","52,800.00","468,902.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","2,444,444","61,874,071"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK","291,000","11,277,752"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","835,211","231,164,607"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_BREAKFASTFORONE","2,382","80,161"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESAYUNOSMARCO2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","299,866","4,335,312"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESAYUNOSMARCO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","203,575","5,231,960"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DÍADELNIÑO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE","594,370","7,572,249"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","662,500","101,199,752"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOPARTNERSHIP_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","3,265,228","92,908,964"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Google - Reserva-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALLOCCASIONS_AFFINITYAUDIENCES_CPM","6,117,437",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Google - Reserva-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_GOOGLE-RESERVA_COOKIESKIDS_AFFINITYAUDIENCES_CPM","5,333,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_PEQUEÑOSGIGANTES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","22,732,558.14","927,222.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_WELCOMEPLAN_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","3,212,294","30,209,549"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_WELCOMEPLAN_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,859,325.58","25,436,408.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_KELLOBYTEPOST1_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","10,333,333","20,596"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","714,286",""
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_WELCOMEPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","16,819,821","151,383,413"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","3,988,385","26,526,292"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK","1,164,571","11,658,099"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME","797,600.00","1,259,062.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_DÍAGAMER_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME","1,455,963.81","1,321,060.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","493,657","2,571,676"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLESCINEPOLIS_AFFINITYAUDIENCES_CPM_EVENINGME","625,143","11,308,279"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME","437,600.00","11,607,866.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPM_EVENINGME","5,333,333","11,788,154"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLESCINEPOLIS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","7,940,659","6,433,926"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME","7,061,707.32","8,001,687.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","4,264,545","119,164,242"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME","17,811,511","4,485,974"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Twitter-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_TWITTER_TWITTER_VIEWS_CPV_EVENINGME","3,605,333.33","16,741,020.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME","8,076,923.08","1,174,112.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","4,230,769","22,913,869"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME","17,436,666","2,210,658"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Twitter-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_TWITTER_TWITTER_ENGAGEMENT_CPE_EVENINGME","798,750.00","91,071.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_EVENINGME","321,667","588,841"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK","640,000","10,269,239"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","448,000.00","4,162,766.00"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK","7,317,073","29,177,196"
"2020_ktbo_kube_Adverity_Mediaplan_Acumulado-EneroAgosto","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_MID-MORNINGSNACK","11,167,647","77,718"
