Start Date,End Date,Month,Brand,Region,Country,Campaign,Platform,Touchpoint,Format,Goal,Investment,Reach,Impressions,CPM,Clicks,CPC,CTR,Views,CPV,VTR,CR,Complete Views,CPCV,Engagement,Sales Price,Sales Quantity,Insertions,File,Pipí,Caca,Culo,Pedo
2019-11-18,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,1249.32,,139309.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,1086.22,,96745.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,527.9,,52927.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,489.48,,51286.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,914.44,,78942.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,521.84,,52587.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Tap to Map,,,372.288,,31024.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,701.4,,58450.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,696.864,,58072.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,251.556,,20963.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,257.04,,21420.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,430.452,,35871.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,178.49200000000002,,22541.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Tap to Map,,,861.084,,78257.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,21.860000000000014,,20155.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,0.012000000000000455,,26001.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,11.519999999999996,,9710.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,22.319999999999993,,8110.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,124.08000000000001,,14590.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,88.332,,7361.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,349.4,,64277.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,630.52,,128153.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,780.14,,78791.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,333.06,,46838.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,337.68,,40838.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,436.44000000000005,,72607.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,408.34000000000003,,40773.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,173.896,,21737.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,383.728,,47966.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,112.848,,14106.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Honduras,X-MAS,Display,S4M,,,25.816,,3227.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,66.464,,8308.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,98.8,,12350.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,625.89,,83452.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,346.1925,,46159.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Honduras,X-MAS,Display,S4M,,,24.93,,3324.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,26.34,,3512.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,126.2625,,16835.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,374.671,,68122.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,0,,195636.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,395.1120000000001,,143010.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,539,,92152.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,1255.1359999999997,,232374.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,1027.704,,220800.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,395.26999999999987,,35339.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,1020.3799999999999,,78688.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,155.0400000000002,,52447.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,6448.379999999999,,703879.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,674.72,,72770.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,2204.9999999999995,,165214.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,61.82,,11240.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,0.075,,5.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,0.064,,8.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,27.656,,3457.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,42.144,,3512.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,0,,4.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,36.24,,3030.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,0.02,,2.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,0,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,0.24,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,342.1275,,62205.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,643.335,,42889.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,120.52,,15065.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,28.51,,3689.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,1430.0625,,190675.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,2.25,,300.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,80.912,,10114.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,761.064,,63422.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,0,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,150.39,,18407.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,183.48,,13806.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,1400.76,,170375.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,0,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-02,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,477.72,,27858.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,343.8215,,62513.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,643.815,,42921.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,220.152,,27519.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,1342.045,,228406.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,0.132,,11.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,0.03,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,1311.33,,105829.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,0.12,,6.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,3744.86,,373994.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,0.08,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-09,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,960.24,,48964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,4000,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,3000,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,3000,,760125.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,0,,3831.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,553800.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,500,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-25,,November,Pringles,MEX,Mexico,X-MAS,3DJuegos,3DJuegos,,,0,,206846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,341.253,,62046.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,632.265,,42151.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,1712.728,,214091.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,0,,86409.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,1481.1,,102268.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,642.76,,71992.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-16,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,253.12,,11795.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,361.273,,65686.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,1219.755,,81317.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,352.96,,44120.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,0,,6447.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,470.31,,38208.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,751.54,,121078.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-23,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,1048.32,,61044.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,49.917500000000004,,19985.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,1260.7549999999997,,84050.33333333331,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,761.8879999999999,,136611.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,0,,1768.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,6.959999999999994,,6166.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,333.62,,70701.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-30,,December,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,0,,425.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-01,,December,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,3700.24358974359,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-08,,December,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,3700.24358974359,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-15,,December,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,3700.24358974359,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-12-22,,December,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,3700.24358974359,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-03,,November,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,1264.3461538461538,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-10,,November,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,1264.3461538461538,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-17,,November,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,1264.3461538461538,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-24,,November,Pringles,MEX,Mexico,X-MAS,Display,Rappi,,,1264.3461538461538,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,1069.25,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,234.135811,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,234.135482,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,987,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,1069.25,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,234.135482,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,164.5,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,987,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,1069.25,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,164.5,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,164.5,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,987,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,1069.25,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,164.5,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,164.5,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,987,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,0,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,1069.25,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,987,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
