Start Date,End Date,Month,Brand,Region,Country,Campaign,Platform,Touchpoint,Format,Goal,Investment,Reach,Impressions,CPM,Clicks,CPC,CTR,Views,CPV,VTR,CR,Complete Views,CPCV,Engagement,Sales Price,Sales Quantity,Insertions,File,Pipí,Caca,Culo,Pedo
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,2101.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,82.06195799999999,,20912.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,2101.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,82.06195799999999,,20912.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.74999999999999,,2101.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.74999999999999,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,81.74999999999999,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,82.06195799999999,,20912.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.617892,,2200.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,75.07789199999999,,1429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,133.42908,,18922.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.617892,,2200.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,75.07789199999999,,1429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,133.42908,,18922.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.617892,,2200.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,75.07789199999999,,1429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,133.42908,,18922.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.617892,,2200.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,75.07789199999999,,1429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,130.7775,,19875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,130.7775,,19875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,130.7775,,19875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,130.7775,,19875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-02-17,,February,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,904.75,,13632.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-02-24,,February,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,904.75,,13632.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-03,,March,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,98.7,,40000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,98.7,,40000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,98.7,,40000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,98.7,,40000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,98.7,,40000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,128.833768,,4079.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,128.833768,,4079.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,128.833768,,4079.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,132.413946,,4079.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Tap Tap,,,81.74999999999999,,6250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,81.74999999999999,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Tap Tap,,,81.74999999999999,,6250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,81.74999999999999,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Tap Tap,,,81.74999999999999,,6250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,81.74999999999999,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Tap Tap,,,81.74999999999999,,6250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Triggers,,,81.74999999999999,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,127.20299999999999,,5112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,124.25999999999999,,5112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,122.62499999999999,,5112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Masterbrand,ANDEAN,Colombia,Falcao,Xaxis,Xaxis,,,122.62499999999999,,5112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,215.154228,,2604.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,215.153574,,2604.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,215.153574,,2604.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Musli,ANDEAN,Colombia,Kelloggs Musli,Xaxis,Xaxis ,,,215.153574,,2604.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,433.46259,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,13750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,2292.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,433.46259,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,13750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,2292.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,433.46259,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,13750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,2292.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,433.46259,,12500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,13750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.4919,,1964.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Corporate Promotions,LATAM,Colombia,Bolsillo Lleno de Corazón Con Kellogg,Xaxis,xaxis,,,445.5,,2292.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,326.37978,,134313.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,324,,100000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-06,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,243,,19481.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,326.37978,,134313.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,324,,100000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,243,,19481.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,326.37978,,134313.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,324,,100000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,243,,19481.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,326.37978,,134313.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,324,,100000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,243,,19481.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-10,,November,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,385.56,,116667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-17,,November,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,385.56,,116667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-24,,November,All Other,LATAM,Colombia,Innovaciones,Xaxis,xaxis,,,385.56,,116667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-13,,October,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-03,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,755.9999992742399,,34183.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-03,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-10,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,755.9999992742399,,34183.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-10,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-17,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,755.9999992742399,,34183.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-17,,November,Musli,LATAM,Colombia,promo Smarfit,online Video,Xaxis,,,270,,101626.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2020-01-02,2020-01-14 00:00:00,January,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Empieza Fuerte_Traditional Display Media_Breakfast for One,Xaxis,Display,Video,Impressions,179,,601377.0,7.0,1832.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-29,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,350,,47000.0,5.0,1495.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-06,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,350,,47000.0,5.0,1496.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-12,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,350,,47000.0,5.0,1496.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-19,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,350,,47000.0,5.0,1496.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-29,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Standard Banner,Impressions,500,,79250.0,8.0,75.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-05,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Standard Banner,Impressions,500,,79250.0,8.0,75.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-29,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,140,,46000.0,5.0,1466.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-06,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,140,,46000.0,5.0,1466.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-12,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,140,,46000.0,5.0,1466.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-19,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,140,,46000.0,5.0,1466.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-29,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Standard Banner,Impressions,200,,38750.0,8.0,33.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-05,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Standard Banner,Impressions,200,,38750.0,8.0,33.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-29,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,210,,45250.0,5.0,1468.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-06,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,210,,45250.0,5.0,1468.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-12,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,210,,45250.0,5.0,1468.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2020-01-19,2020-01-25 00:00:00,January,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Back to school_Traditional Display Media_Family breakfast,Xaxis,Display,Push Ad Mobile,Impressions,210,,45250.0,5.0,1468.0,,,0.0,,,,0.0,,0.0,,,,pautas_locales_caricam_febrero.xlsx,,,,
2019-12-30,2020-01-28 00:00:00,January,Zucaritas,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Zucaritas_Seasonal_Promo_Cinemex_Family breakfast,Cinemex,Cinemex,"60""",Engagement,73493.3855952964,,,,,,,,,,,,,,,,,pautas_locales_mexico_enero.xlsx,,,,
2020-01-13,2020-01-26 00:00:00,January,Zucaritas,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Zucaritas_Seasonal_Patrocinio Super Bowl_ESPN_Family breakfast,ESPN,ESPN,Varios Formatos (Patrocinio),Brand Awarness,35777.0210681039,,,,,,,,,,,,,,,,73.0,pautas_locales_mexico_enero.xlsx,,,,
2020-01-27,2020-02-02 00:00:00,February,Zucaritas,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Zucaritas_Seasonal_Patrocinio Super Bowl_ESPN_Family breakfast,ESPN,ESPN,Varios Formatos (Patrocinio),Brand Awarness,26444.9693408278,,,,,,,,,,,,,,,,6.0,pautas_locales_mexico_enero.xlsx,,,,
2020-01-06,2020-01-26 00:00:00,January,Special K,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Tote Bags_Sizmek_Breakfast for One_México_Febrero,Cornershop,Cornershop,Several,Impressions,7349.33855952964,,85198.0,,,,,,,,,,,,,,,pautas_locales_mexico_enero.xlsx,,,,
2020-01-27,2020-02-15 00:00:00,February,Special K,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Tote Bags_Sizmek_Breakfast for One_México_Febrero,Cornershop,Cornershop,Several,Impressions,7664.79305058763,,94685.0,,,,,,,,,,,,,,,pautas_locales_mexico_enero.xlsx,,,,
2020-01-06,2020-01-26 00:00:00,January,Pringles,MEX,Mexico,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Red City_Evening Leisure Time_Guadalajara_Enero,Xaxis,Xaxis,DOOH,Impressions,4715.38510534052,,488744.5,1.289739833415,,,,,,,,,,,,,,pautas_locales_mexico_enero.xlsx,,,,
